reference_key,external_id,product_name,sku,official_type,presentation,price_cop,image_status,image_url,source_url,active_claims,type,subtype,concern,benefit,ingredient,use,role,stage,system,formulation,finish,relation
admiss-co-official:product:8392907325683,8392907325683,ADRIANO - ESMALTE TRADICIONAL ESCARCHADO ADMISS 10 ML - GAMA PLATEADO,314117,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Adriano.webp?v=1707339551,https://admiss.com.co/products/adriano-esmalte-tradicional-escarchado-admiss-10-ml-gama-plateado,16,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso | Escarchado | Perlado,Colección comercial: ESMALTES DE UÑAS | Colección comercial: COLECCIÓN ANIMALIA | Colección comercial: TODO ADMISS | Colección comercial: TONOS ESCARCHADOS
admiss-co-official:product:7476693401843,7476693401843,ALEJO - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA LILA,310204,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Alejo.webp?v=1707339573,https://admiss.com.co/products/alejo-esmalte-para-unas-10ml,12,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476695728371,7476695728371,ALEXANDER - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA VIOLETA,312483,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Alexander.webp?v=1707339606,https://admiss.com.co/products/alexander-esmalte-para-unas-10ml,12,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476695204083,7476695204083,ALVARO - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA MARRON,312468,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Alvaro.webp?v=1707339640,https://admiss.com.co/products/alvaro-esmalte-para-unas-10ml,12,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476695826675,7476695826675,AMADOR - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA ROSADO,312485,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Amador.webp?v=1717509852,https://admiss.com.co/products/amador-esmalte-para-unas-10ml,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso | Traslúcido,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476693500147,7476693500147,ANDY - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA ROJO,310207,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Andy.webp?v=1707339694,https://admiss.com.co/products/andy-esmalte-para-unas-10ml,12,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7558447988979,7558447988979,ÁNGEL - ESMALTE TRADICIONAL PERLADO ADMISS 10ML - GAMA BLANCO,313088,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Angel.webp?v=1707340357,https://admiss.com.co/products/angel-esmalte-tradicional-perlado-admiss-10ml-gama-blanco,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Perlado,Colección comercial: ESMALTES DE UÑAS | Colección comercial: COLECCIÓN CELESTIAL | Colección comercial: TODO ADMISS
admiss-co-official:product:7476695138547,7476695138547,ARIEL - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA ROSADO,312430,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Ariel.webp?v=1707340380,https://admiss.com.co/products/ariel-esmalte-para-unas-10ml,12,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:8071701168371,8071701168371,BASE FORTALECEDORA ADMISS VITAMIN PLUS 10 ML,313906,BASES,10 ml,5400.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/313906.webp?v=1755876233,https://admiss.com.co/products/base-fortalecedora-admiss-vitamin-plus-10-ml,12,Base para uñas,Base tradicional,Uñas débiles o maltratadas,Aplicación fácil declarada,,Cuidado de uñas débiles o maltratadas,Capa base,Base,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,,Colección comercial: BASES PARA UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476693041395,7476693041395,BASE TRADICIONAL FORTALECEDORA ADMISS AJO Y LIMON 10 ML,310010,BASES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/products/base-ajo-limon-unas-admiss.png?v=1638976867,https://admiss.com.co/products/base-para-unas-ajo-y-limon-10ml,16,Base para uñas,Base tradicional,Uñas débiles o maltratadas,Aplicación fácil declarada | Fortalecimiento declarado,Extracto de ajo | Extracto de limón,Cuidado de uñas débiles o maltratadas,Capa base,Base,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,,Colección comercial: Home page | Colección comercial: BASES PARA UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476694253811,7476694253811,BASE TRADICIONAL FORTALECEDORA ADMISS CALCIO 10 ML,310266,BASES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/products/base-fortalecedora-calcio-unas-admiss.png?v=1638976940,https://admiss.com.co/products/base-para-unas-fortalecedora-calcio-10ml,17,Base para uñas,Base tradicional,Uñas frágiles,Aplicación fácil declarada | Humectación declarada | Acción nutritiva declarada | Fortalecimiento declarado,Biotina | Urea,Cuidado de uñas frágiles,Capa base,Base,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,,Colección comercial: BASES PARA UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476694319347,7476694319347,BASE TRADICIONAL FORTALECEDORA ADMISS ROSADA 10 ML,310271,BASES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/products/base-rosada-unas-admiss.png?v=1638976945,https://admiss.com.co/products/base-para-unas-rosada-10ml,13,Base para uñas,Base tradicional,Uñas frágiles,Aplicación fácil declarada | Fortalecimiento declarado,,Cuidado de uñas frágiles,Capa base,Base,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,,Colección comercial: BASES PARA UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:9183449678067,9183449678067,BASE TRADICIONAL JELLY COLOR GREEN ADMISS 10 ML,314293,BASES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/314293.webp?v=1755876264,https://admiss.com.co/products/base-tradicional-jelly-color-green-admiss-rosada-10-ml,19,Base para uñas,Base tradicional | Esmalte tradicional,Uñas frágiles,Aplicación fácil declarada | Fortalecimiento declarado,,Cuidado de uñas frágiles,Capa base,Base,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free | Gel,Jelly,Colección ESMALTES DE UÑAS no coincide con tipo Base para uñas | Colección comercial: ESMALTES DE UÑAS | Colección comercial: BASES PARA UÑAS | Colección comercial: TODO ADMISS | Colección comercial: BASES JELLY ADMIS
admiss-co-official:product:9183451971827,9183451971827,BASE TRADICIONAL JELLY COLOR RED ADMISS 10 ML,314294,BASES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/314294.webp?v=1755876282,https://admiss.com.co/products/base-tradicional-jelly-color-red-admiss-10-ml,19,Base para uñas,Base tradicional | Esmalte tradicional,Uñas frágiles,Aplicación fácil declarada | Fortalecimiento declarado,,Cuidado de uñas frágiles,Capa base,Base,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free | Gel,Jelly,Colección ESMALTES DE UÑAS no coincide con tipo Base para uñas | Colección comercial: ESMALTES DE UÑAS | Colección comercial: BASES PARA UÑAS | Colección comercial: TODO ADMISS | Colección comercial: BASES JELLY ADMIS
admiss-co-official:product:8874785833203,8874785833203,BEN - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA,314096,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Ben_2.webp?v=1723591723,https://admiss.com.co/products/ben-esmalte-tradicional-cremosos-admiss-10-ml-gama,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS | Colección comercial: COLECCIÓN GUAPOS
admiss-co-official:product:7476695695603,7476695695603,BENJAMIN - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA MARRON,312482,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Benjamin.webp?v=1717509906,https://admiss.com.co/products/benjamin-esmalte-para-unas-10ml,12,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476693238003,7476693238003,BRASILERO - ESMALTE TRADICIONAL TRASLUCIDOS ADMISS 10 ML - GAMA BLANCO,310197,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Brasilero.webp?v=1707341105,https://admiss.com.co/products/brasilero-esmalte-para-unas-10ml,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso | Traslúcido,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7991845126387,7991845126387,BRILLO EFECTO GEL ADMISS 10 ML,313817,BRILLOS,10 ml,5550.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/products/313817.webp?v=1678982152,https://admiss.com.co/products/brillo-efecto-gel-admiss-10-ml,15,Brillo / capa final,Brillo tradicional,,Duración declarada | Protección declarada | Brillo declarado,,Proteger manicure o color,Capa final / top coat,Finalización,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Brillante | Sin partículas,Colección comercial: BRILLOS PARA UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7595870781683,7595870781683,BRILLO TRADICIONAL ADMISS TORNASOL 10ML,310268,BRILLOS,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/BrilloTornasol.webp?v=1707427695,https://admiss.com.co/products/admiss-brillo-tornasol-10ml,11,Brillo / capa final,Brillo tradicional,,Aplicación fácil declarada,,,Capa final / top coat,Finalización,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Con partículas,Colección comercial: BRILLOS PARA UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476697596147,7476697596147,BRILLO TRADICIONAL CON PARTICULAS ADMISS ÁMBAR 10 ML,312950,BRILLOS,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/BrilloAmbar.webp?v=1707427486,https://admiss.com.co/products/brillo-para-unas-ambar-10ml,14,Brillo / capa final,Brillo tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa final / top coat,Finalización,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Con partículas,Colección comercial: BRILLOS PARA UÑAS | Colección comercial: COLECCIÓN DEMENTE | Colección comercial: MAS VENDIDOS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476694515955,7476694515955,BRILLO TRADICIONAL CON PARTICULAS ADMISS DECORACION COSMICO 10 ML,310551,BRILLOS,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/BrilloCosmico.webp?v=1707427531,https://admiss.com.co/products/brillo-para-unas-cosmico-10ml,14,Brillo / capa final,Esmalte de decoración | Brillo tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,Decoración de uñas,Capa final / top coat,Finalización,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Con partículas,Colección comercial: BRILLOS PARA UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476694286579,7476694286579,BRILLO TRADICIONAL CON PARTICULAS ADMISS DECORACION FIESTA 10 ML,310267,BRILLOS,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/BrilloFiesta.webp?v=1707427558,https://admiss.com.co/products/brillo-para-unas-fiesta-10ml,14,Brillo / capa final,Esmalte de decoración | Brillo tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,Decoración de uñas,Capa final / top coat,Finalización,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Con partículas,Colección comercial: BRILLOS PARA UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476697235699,7476697235699,BRILLO TRADICIONAL CON PARTICULAS ADMISS PERLA 10 ML,312925,BRILLOS,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/BrilloPerla.webp?v=1707427624,https://admiss.com.co/products/esmalte-para-unas-brillo-perla-10ml,12,Brillo / capa final,Brillo tradicional,,Aplicación fácil declarada,,,Capa final / top coat,Finalización,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Con partículas,Colección comercial: BRILLOS PARA UÑAS | Colección comercial: COLECCIÓN DEMENTE | Colección comercial: TODO ADMISS
admiss-co-official:product:7476697661683,7476697661683,BRILLO TRADICIONAL CON PARTICULAS ADMISS PLATINO 10 ML,312952,BRILLOS,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/BrilloPlatino.webp?v=1707427647,https://admiss.com.co/products/brillo-para-unas-platino-10ml,15,Brillo / capa final,Brillo tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa final / top coat,Finalización,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 5 Free,Con partículas | Sin partículas,Colección comercial: BRILLOS PARA UÑAS | Colección comercial: COLECCIÓN DEMENTE | Colección comercial: #TONOSDULCEAMOR | Colección comercial: TODO ADMISS
admiss-co-official:product:7476696121587,7476696121587,BRILLO TRADICIONAL CON PARTICULAS ADMISS SUPER STAR 10 ML,312494,BRILLOS,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/BrilloSuperStar.webp?v=1707427674,https://admiss.com.co/products/brillo-para-unas-super-star-10ml,12,Brillo / capa final,Brillo tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa final / top coat,Finalización,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Con partículas,Colección comercial: BRILLOS PARA UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476693172467,7476693172467,BRILLO TRADICIONAL SIN PARTICULAS ADMISS 10 ML,310021,BRILLOS,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/products/brillo-unas-admiss.png?v=1638976875,https://admiss.com.co/products/brillo-para-unas-10ml,16,Brillo / capa final,Brillo tradicional,,Aplicación fácil declarada | Duración declarada | Protección declarada | Brillo declarado,,Proteger manicure o color,Capa final / top coat,Finalización,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 5 Free,Brillante | Sin partículas,Colección comercial: BRILLOS PARA UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476694778099,7476694778099,BRILLO TRADICIONAL SIN PARTICULAS ADMISS HIELO 10 ML,311155,BRILLOS,10 ml,5550.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/products/brillo-hielo-unas-admiss.png?v=1638976975,https://admiss.com.co/products/brillo-para-unas-hielo-10ml,16,Brillo / capa final,Brillo tradicional,,Aplicación fácil declarada | Duración declarada | Protección declarada | Brillo declarado,,Proteger manicure o color,Capa final / top coat,Finalización,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Brillante | Sin partículas,Colección comercial: BRILLOS PARA UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476695269619,7476695269619,BRILLO TRADICIONAL SIN PARTICULAS ADMISS MATIFICADOR 10 ML,312469,BRILLOS,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/products/matificador-unas-admiss.png?v=1638977000,https://admiss.com.co/products/matificador-para-unas-10ml,11,Brillo / capa final,Brillo tradicional,,Aplicación fácil declarada,,,Capa final / top coat,Finalización,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Sin partículas,Colección comercial: BRILLOS PARA UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476693139699,7476693139699,BRILLO TRADICIONAL SIN PARTICULAS ADMISS SECANTE 10 ML,310018,BRILLOS,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/products/brillo-secante-unas-admiss.png?v=1638976873,https://admiss.com.co/products/brillo-secante-para-unas-10ml,15,Brillo / capa final,Brillo tradicional,,Aplicación fácil declarada | Secado rápido declarado | Protección declarada,,Proteger manicure o color,Capa final / top coat,Finalización,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Brillante | Sin partículas,Colección comercial: BRILLOS PARA UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476695793907,7476695793907,CESAR - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA ROSADO,312484,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Cesar.webp?v=1707341181,https://admiss.com.co/products/cesar-esmalte-para-unas-10ml,12,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:9213033840883,9213033840883,CHANDLER - ESMALTE TRADICIONAL PERLADO ADMISS 10 ML - GAMA DORADO,314261,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/chandler.webp?v=1756844749,https://admiss.com.co/products/chandler-esmalte-tradicional-cremoso-admiss-10-ml-gama-copia,15,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso | Perlado,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS | Colección comercial: COLECCIÓN EUFORIA | Colección comercial: COLECCIÓN AVENTURA
admiss-co-official:product:8054228812019,8054228812019,CHARLIE - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA MORADO,313778,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/313778.png?v=1689603993,https://admiss.com.co/products/charlie-esmalte-tradicional-cremosos-admiss-10-ml-gama-morado,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS | Colección comercial: COLECCIÓN UTOPÍA VIRTUAL
admiss-co-official:product:8874779640051,8874779640051,CHRIS - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA,314091,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Chris_4.webp?v=1723591787,https://admiss.com.co/products/chris-esmalte-tradicional-cremosos-admiss-10-ml-gama,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS | Colección comercial: COLECCIÓN GUAPOS
admiss-co-official:product:9213036396787,9213036396787,CHUCK - ESMALTE TRADICIONAL CREMOSO ADMISS 10 ML - GAMA ROSADO,314262,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/chuck.webp?v=1756844726,https://admiss.com.co/products/chuck-esmalte-tradicional-cremoso-admiss-10-ml-gama,14,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS | Colección comercial: COLECCIÓN EUFORIA | Colección comercial: COLECCIÓN AVENTURA
admiss-co-official:product:7476693205235,7476693205235,COLOMBIANO - ESMALTE TRADICIONAL TRASLUCIDOS ADMISS 10 ML - GAMA ROSADO,310196,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Colombiano.webp?v=1707341316,https://admiss.com.co/products/colombiano-esmalte-para-unas-10ml,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso | Traslúcido,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7558455034099,7558455034099,CRISTIAN - ESMALTE TRADICIONAL PERLADO ADMISS 10ML - GAMA MARRÓN,313092,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Cristian.webp?v=1707341335,https://admiss.com.co/products/cristian-esmalte-tradicional-perlado-admiss-10ml-gama-marron,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Perlado,Colección comercial: ESMALTES DE UÑAS | Colección comercial: COLECCIÓN CELESTIAL | Colección comercial: TODO ADMISS
admiss-co-official:product:7991841194227,7991841194227,CRISTOPHER - ESMALTE TRADICIONAL ADMISS 10ML - GAMA AZUL,313774,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/products/313774.webp?v=1678981350,https://admiss.com.co/products/cristopher-esmalte-tradicional-admiss-10ml-gama-azul,14,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: COLECCIÓN RADIANTE | Colección comercial: TODO ADMISS | Colección comercial: COLECCIÓN ECLIPSE DE COLOR
admiss-co-official:product:7558449365235,7558449365235,DANIEL - ESMALTE TRADICIONAL PERLADO ADMISS 10ML - GAMA ROSADO,313090,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Daniel.webp?v=1707341366,https://admiss.com.co/products/daniel-esmalte-tradicional-perlado-admiss-10ml-gama-rosado,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Perlado,Colección comercial: ESMALTES DE UÑAS | Colección comercial: COLECCIÓN CELESTIAL | Colección comercial: TODO ADMISS
admiss-co-official:product:8054231171315,8054231171315,DANTE - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA AMARILLO,313780,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/313780.png?v=1689604693,https://admiss.com.co/products/dante-esmalte-tradicional-cremosos-admiss-10-ml-gama-amarillo,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS | Colección comercial: COLECCIÓN UTOPÍA VIRTUAL
admiss-co-official:product:7476693565683,7476693565683,DAVID - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA ROSADO,310213,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/David.webp?v=1707341397,https://admiss.com.co/products/david-esmalte-para-unas-10ml,12,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476697301235,7476697301235,DIEGO - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA MARRÓN,312927,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Diego.webp?v=1707341415,https://admiss.com.co/products/diego-esmalte-para-unas-10ml,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: COLECCIÓN STAR | Colección comercial: TODO ADMISS
